,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,*_*,authentic_self,balance_life,balance_work,balance_work-life,balance_work/life,benefit_great,care_employee,care_take,career_growth,culture_open,fast_pace,food_free,great_perk,life_work,menlo_park,none_none,people_smart,performance_review,q_weekly,earnings,pred_column
11,Q12,0.7552447552447555,1.0,0.6858584985409213,0.8064613239812165,1,2,2,2,0.0,0.0,0.0,0.0,0.2681159420289855,1.0,1.0,1.0,0.2016691086943781,0.43177637721755374,0.18333333333333332,0.2333333333333333,0.21962944846238527,0.37285714285714283,0.4131646825396825,0.27768104734551163,0.24975359698427835,0.2764835590376692,0.20522362383736475,0.22231322826081423,0.4534722222222223,0.37285714285714283,0.2333333333333333,0.13334122000075949,0.28174303350970015,0.4534722222222223,0.17069108419425447,0.15005582926773403,0.10931414055884842,0.0
12,Q13,0.308811188811189,0.12333523375142513,0.9782047467731244,0.6060450160208763,1,2,2,2,0.42,0.28,0.23384615384615384,0.08,0.5147826086956522,0.7577215189873417,0.1723243243243243,0.8727272727272728,0.3,0.3766666666666667,0.43333333333333335,0.43333333333333335,0.25,0.13009193530083307,0.4791666666666667,0.27768104734551163,0.24975359698427835,0.2764835590376692,0.20522362383736475,0.22231322826081423,0.33777777777777773,0.5243801768968391,0.43333333333333335,-0.015909090909090914,0.28174303350970015,0.28878194579964844,0.5499999999999999,0.15005582926773403,0.0933107535986452,0.0
13,Q14,0.7445645263827088,0.29397481082201704,0.9416417258001037,0.7018464663847608,1,2,2,2,0.38181818181818183,0.2545454545454546,0.10629370629370628,0.10909090909090909,0.29249011857707513,0.7797468354430379,0.5924324324324324,0.971900826446281,0.2016691086943781,0.43177637721755374,0.3826707175925926,0.2207494212962963,-0.014288194444444449,0.038888888888888896,0.40210317460317463,0.14671875,0.073359375,0.44999999999999996,0.39999999999999997,0.18,0.2906944444444445,0.5743055555555555,0.26982349537037037,0.13334122000075949,0.28174303350970015,0.2631608867323153,0.17069108419425447,0.15005582926773403,0.11083827265029635,1.0
14,Q15,0.6776619606808284,0.02503442266732621,0.6384782511653082,0.5629119937469781,1,2,2,2,0.39622641509433965,0.39622641509433965,0.22060957910014511,0.07547169811320754,0.0,0.6952471936947696,0.5445181030086689,0.9468267581475129,-0.10833333333333332,0.27999999999999997,0.010260606060606092,0.16481199752628325,0.30238095238095236,-0.09999999999999992,0.6059895833333333,0.5,0.30430555555555555,-0.07933333333333334,0.13125850340136055,0.22231322826081423,0.32505952380952385,0.4976190476190476,0.010260606060606092,0.25,0.28174303350970015,0.3187202380952381,0.17069108419425447,-0.10833333333333332,0.12582557154953428,1.0
15,Q16,0.7966118388653605,0.28799966274270483,1.0,0.6493862297615843,1,2,2,2,0.1971830985915493,0.0,0.08234019501625135,0.0,0.2718922229026332,0.857817792832947,0.684278644842025,0.9372599231754162,0.1,0.34722222222222227,0.26508503401360545,0.23679329004329003,0.21962944846238527,0.06889880952380953,0.5186599799010514,0.2898809523809524,0.24975359698427835,0.275,0.25683333333333336,0.363015873015873,0.3828333333333333,0.5528273809523809,0.26076785714285716,0.06690963203463204,0.11383928571428574,0.27341487877202164,0.17069108419425447,0.15005582926773403,0.18213378492802706,1.0
16,Q17,0.7206910736322505,0.1917130592259707,0.8753483000401948,0.5286770083419979,1,2,2,2,0.3088235294117647,0.10294117647058824,0.0,0.14705882352941177,0.23657289002557547,0.7030900967982129,0.594276629570747,0.9625668449197861,0.07043650793650795,0.43177637721755374,0.20000000000000004,0.1535318181818182,0.024074074074074053,0.055886363636363644,0.6225,0.27768104734551163,0.0,0.2764835590376692,0.26528174603174604,0.2510416666666667,0.35371693121693126,0.5336666666666667,0.43333333333333335,0.13334122000075949,-0.125,0.27339285714285716,0.01428571428571429,0.0,0.197121083827265,1.0
17,Q18,0.8235485444787775,0.3501199915144119,0.5239693545530588,0.27297610012029433,1,2,2,2,0.16279069767441862,0.0,0.0,0.046511627906976744,0.14964610717896865,0.812187224021195,0.7192960402262728,0.9386892177589852,-0.1,0.43177637721755374,0.2753787878787879,-0.2916666666666667,0.37777777777777777,0.13009193530083307,0.7000000000000001,0.2,0.31049382716049384,0.4,0.0035714285714285657,0.22231322826081423,0.3572605285171266,0.8000000000000002,0.125,0.13334122000075949,0.28174303350970015,0.29068903318903316,0.17069108419425447,0.15005582926773403,0.24326841659610496,1.0
18,Q19,0.6573426573426578,0.2081527936145951,0.7982600619996502,0.5102973188534863,1,2,2,2,0.4666666666666667,0.0,0.09743589743589744,0.13333333333333333,0.37536231884057975,0.6298523206751054,0.48270270270270255,0.8727272727272728,0.358,0.43177637721755374,0.13541666666666669,0.18993055555555557,0.07708333333333334,0.26319444444444445,0.5435000000000001,0.9,0.5800000000000001,0.2764835590376692,0.17666666666666667,0.0062500000000000056,0.5232993197278911,0.8,0.13541666666666669,0.13334122000075949,0.28174303350970015,0.2722692056620628,0.17069108419425447,0.2333333333333333,0.27239627434377645,1.0
19,Q20,0.7474125874125874,0.2416248574686433,0.8752040413491254,0.888922317084572,1,2,2,2,0.23333333333333334,0.28,0.07794871794871795,0.05333333333333334,0.2573913043478261,0.7577215189873417,0.6781261261261261,0.9018181818181819,0.2016691086943781,0.4666666666666667,0.1650198412698413,0.1425476190476191,0.0,0.13009193530083307,0.5939935064935066,0.09125,0.16428571428571428,0.22121031746031744,0.24863333333333335,0.1298611111111111,0.3972142857142857,0.28875,0.18753968253968256,0.13334122000075949,0.28174303350970015,0.2914385350099636,0.16,0.15005582926773403,0.3521591871295512,1.0
20,Q21,0.9761981138127926,0.3663304321446135,0.8209700526150611,0.451212088321838,1,2,2,2,0.12844036697247707,0.06422018348623854,0.16090331686661963,0.11009174311926606,0.14758675708017552,0.8888630821042852,0.8418051078601536,0.980817347789825,0.2798809523809524,0.5,0.3395380291005291,0.33832361937830685,0.3406944444444444,0.18452380952380953,0.37374338624338627,0.20222222222222222,0.1975,0.19791666666666666,0.262995670995671,0.22231322826081423,0.33261983581311316,0.471577380952381,0.3807163900913901,0.43373015873015874,0.28174303350970015,0.2910577118052608,0.3121296296296296,0.35,0.30939881456392887,0.0
21,Q22,0.9020979020979024,0.25817519139925066,0.856285544434513,0.6630099462811138,1,2,2,2,0.0625,0.125,0.10439560439560439,0.03571428571428571,0.11490683229813664,0.8557866184448464,0.8768339768339769,0.9740259740259741,0.32916666666666666,0.43177637721755374,0.29845858134920633,0.30240277777777774,0.375,-0.25,0.48792592592592593,0.04722222222222224,0.24975359698427835,0.5217857142857143,0.35000000000000003,0.22231322826081423,0.34944444444444445,0.5893037518037518,0.320109126984127,0.1986111111111111,0.28174303350970015,0.35483958633958634,0.04489583333333333,0.05000000000000001,0.3796782387806943,1.0
22,Q23,0.8555347091932456,0.30401938426453856,0.7225572351690767,0.5403725061759633,1,2,2,2,0.25609756097560976,0.08536585365853659,0.07129455909943715,0.12195121951219512,0.3531283138918346,0.8030256251929608,0.7897165458141067,0.9046563192904656,0.5244897959183673,0.31499999999999995,0.18595238095238098,0.2632936507936508,0.48690476190476184,0.1,0.39593962585034015,0.4720833333333333,0.2713541666666667,0.2985714285714286,0.1720436507936508,-0.01055555555555556,0.415978835978836,0.4376190476190477,0.2071215986394558,0.4058333333333334,0.0,0.27899581128747797,0.24166666666666667,0.23,0.44851820491109223,1.0
23,Q24,0.9001907183725371,0.3757663374254025,0.5429678451121301,0.3991865163212178,1,2,2,2,0.22727272727272727,0.0,0.0,0.1038961038961039,0.25070581592320723,0.8688969258589512,0.8880308880308878,0.9775678866587958,0.2016691086943781,0.7333333333333334,0.1571067821067821,0.2196067821067821,0.29374999999999996,0.2349537037037037,0.5409662956091528,0.35555555555555557,0.40714285714285714,0.6833333333333332,0.15236706349206347,0.12222222222222223,0.2743622448979592,0.535722016079159,0.11712775072150072,0.02777665043290044,0.28174303350970015,0.2245297619047619,0.6421296296296296,0.15005582926773403,0.4114309906858594,0.0
24,Q25,0.7062937062937061,0.1388255416191563,0.725880267348196,0.7151740836266057,1,2,2,2,0.14583333333333334,0.0,0.0,0.1111111111111111,0.178743961352657,0.6915436005625879,0.6886636636636635,0.8787878787878789,-0.02864583333333333,0.425,0.2677741702741703,0.2652350030921459,0.06503703703703703,-0.053518518518518514,0.398310829382258,0.3666666666666667,0.1,0.2764835590376692,0.025000000000000022,0.23434523809523813,0.4416258503401361,0.4395266439909297,0.25104697771364437,0.5,0.28174303350970015,0.2817557766908416,0.025000000000000005,0.13514814814814813,0.472311600338696,1.0
25,Q26,0.7317482517482525,0.37767958950969255,0.5220587656097011,0.5512944400118269,1,2,2,2,0.23333333333333334,0.18666666666666668,0.0,0.13333333333333333,0.38608695652173913,0.8115611814345991,0.7700900900900901,0.9018181818181819,0.392369227994228,0.43177637721755374,0.10166666666666666,0.11966666666666667,0.4666666666666666,0.15625,0.5766213151927438,0.1,0.1,0.3337777777777778,0.19055555555555556,0.29488888888888887,0.6200000000000001,0.5507142857142857,0.043819444444444446,0.23,0.28174303350970015,0.3238419913419914,0.17069108419425447,0.15005582926773403,0.48230313293818794,1.0
26,Q27,0.6083916083916086,0.3671672540686227,0.41367950603342013,0.9714440586634162,1,2,2,2,0.47727272727272724,0.47727272727272724,0.465034965034965,0.11363636363636363,0.25592885375494073,0.6787974683544304,0.706081081081081,0.8553719008264463,0.32791666666666663,0.43177637721755374,0.2494047619047619,0.20003306878306878,0.27852813852813857,0.3040178571428571,0.4093330280830281,0.2,0.11944444444444445,0.49816468253968255,0.20556675026913124,0.3310750360750361,0.27099801587301586,0.5306972789115647,0.18579931972789115,0.14415584415584418,0.6805555555555556,0.3790616883116883,0.17777777777777778,-0.04999999999999999,0.48492802709568156,1.0
27,Q28,0.09054103790945882,0.0,0.295679865577726,0.48032460721671555,1,2,2,2,0.7368421052631579,0.5526315789473685,1.0,0.18421052631578946,0.5080091533180778,0.5218187874750168,0.6369843527738264,0.6889952153110048,0.08928571428571427,0.41785714285714287,0.2566500721500722,0.21602026761117668,0.39351851851851855,0.05416666666666667,0.4289374262101535,0.0,0.209375,0.3623957537560479,0.16975709475709477,0.22231322826081423,0.3069532627865961,0.53625,0.17105098605098604,0.13334122000075949,0.28174303350970015,0.24973809523809523,-0.07838624338624338,0.018750000000000003,0.6326841659610499,1.0
28,Q29,0.374220374220374,0.1634911707602701,0.41652281116223583,0.9822987440303526,1,2,2,2,0.6621621621621623,0.6621621621621623,0.39501039501039503,0.32432432432432434,1.0,0.5361785836469382,0.5106647187728268,0.6339066339066339,0.2016691086943781,0.43177637721755374,0.10043290043290046,0.05930059523809527,-0.5499999999999999,0.04362599206349207,0.471634746701711,0.27768104734551163,0.6500000000000001,-0.03214285714285715,0.16964285714285715,0.36,0.3395952581369248,0.5169246031746032,0.117687074829932,0.6200000000000001,0.85,0.36076017708670766,-0.10555555555555546,0.15005582926773403,0.25563082133784926,0.0
29,Q30,0.5242398051386813,0.4668702676386563,0.2525843411329769,0.7765992959949373,1,2,2,2,0.47191011235955055,0.7078651685393259,0.32843560933448573,0.1348314606741573,0.2892037127503664,0.5689802304081923,0.5737625265715152,0.7967313585291114,0.19112455908289241,0.45,0.21685876623376626,0.2011174242424243,0.13511904761904764,0.47159090909090906,0.561494708994709,0.6,0.3404040404040404,0.2764835590376692,0.25277777777777777,0.08041666666666666,0.22075396825396829,0.436489898989899,0.21197390572390576,0.13334122000075949,0.4,0.23716294642857141,0.0175,0.15005582926773403,0.27146486028789163,1.0
30,Q31,0.6460795841326819,0.5668724331742362,0.45990241914229096,0.9317216788555618,1,2,2,2,0.4026548672566372,0.49557522123893805,0.2069434989788972,0.17699115044247787,0.37014236244709503,0.624789963033494,0.5116957665630232,0.8109412711182623,0.07975625617072984,0.43177637721755374,0.1420952380952381,0.08924074074074073,-0.33583333333333326,0.35416666666666663,0.5214583333333334,0.11747789820408869,0.14714285714285716,0.10683035714285713,0.0874429538715253,0.42404761904761906,0.3065477135298564,0.531420634920635,0.359021164021164,0.11964285714285715,0.1,0.2197663727155354,0.045,0.5,0.5657070279424217,1.0
31,Q32,0.487078139252052,0.2330201774825248,0.4933763745547789,0.6713961129614875,1,2,2,2,0.41847826086956524,0.07608695652173914,0.1906354515050167,0.41304347826086957,0.5245746691871456,0.6049807374793617,0.45646298472385427,0.7707509881422926,-0.028000000000000008,0.43177637721755374,0.1855224025974026,0.24775409709338284,0.5316666666666667,0.125,0.48381903450085273,0.15000000000000002,-0.061507936507936505,0.13506613756613758,0.3666666666666667,0.23095238095238094,0.3095533254624164,0.8000000000000002,0.1869597599370327,0.13334122000075949,0.0,0.42263492063492064,0.21874255952380953,0.006428571428571395,0.6722269263336156,1.0
32,Q33,0.41820474607359864,0.16817064508290222,0.483795330251664,0.7853308962672395,1,2,2,2,0.48770491803278687,0.40163934426229514,0.3833543505674653,0.2459016393442623,0.3692088382038489,0.47042954969910783,0.4205139565795302,0.7690014903129657,0.244,0.43177637721755374,0.2769444444444445,0.3677954545454546,0.14292929292929293,0.3329389880952381,0.5110007923623996,0.20000000000000004,0.48333333333333334,0.34601641414141415,0.20522362383736475,0.2604166666666667,0.3349383503401361,0.47126488095238095,0.34444444444444444,-0.7,0.28174303350970015,0.36852380952380953,0.14930555555555555,0.15005582926773403,0.46502963590177815,0.0
33,Q34,0.8751248751248752,0.5936750983175493,0.50578660606112,0.42081956688994887,1,2,2,2,0.125,0.14285714285714285,0.14913657770800628,0.1326530612244898,0.3118899733806566,0.6703694135882202,0.42815774958632097,0.7903525046382189,0.199702380952381,0.5,0.2355379188712522,0.2614109347442681,0.43154761904761907,0.04100755857898715,0.5151481481481481,0.22249338624338627,0.19632936507936508,0.0,0.19649999999999998,0.19265873015873014,0.23323809523809524,0.5388888888888889,0.2970432617491441,-0.5,0.16904761904761903,0.3392157029478458,0.05416666666666667,0.10722789115646257,0.48839966130397966,1.0
34,Q35,0.7068696009872485,0.49059125360520456,0.2802811993763381,0.6950131833236953,1,2,2,2,0.27450980392156865,0.19215686274509805,0.09170437405731523,0.24313725490196078,0.25234441602728047,0.4616033755274261,0.39141494435612084,0.7529411764705882,0.22061303940768226,0.5,0.37696442446442446,0.3337938483474197,0.3447433662016995,0.28627551020408165,0.4573880814952244,0.267984607984608,0.36907029478458053,0.3333333333333333,0.1816894595303686,0.22800000000000004,0.4405406960764104,0.5986406926406926,0.33744324194324193,0.13334122000075949,0.25,0.21728678728678727,0.1777777777777778,0.2032828282828283,0.7143099068585944,1.0
35,Q36,0.4426217849946666,0.3080952979146933,0.11566736249007417,0.8926808286951958,1,2,2,2,0.41525423728813565,0.37966101694915255,0.15853976531942632,0.18305084745762712,0.3490051584377303,0.13080883930487028,0.09984425103069168,0.5953775038520801,0.3970634920634921,0.35595238095238096,0.34065825249853027,0.351835533126294,0.2112222222222222,0.0267857142857143,0.4770318405139834,0.42826388888888894,0.3125,0.4408757215007215,0.11077020202020202,0.23474747474747473,0.21932000000000001,0.39373960695389265,0.3852292529330573,0.0,0.08124999999999999,0.2261107436801881,0.2270833333333334,0.15005582926773403,1.0,1.0
36,Q37,0.39213368790833547,0.3341771457326248,0.15240681895483546,0.9086752685582491,1,2,2,2,0.350547730829421,0.46009389671361506,0.2378716744913928,0.22848200312989045,0.31217255222154183,0.1058318971494227,0.02585120331599201,0.5377720870678617,0.16980474386724387,0.425,0.2948429320344271,0.2583220046902898,0.2182905801209373,0.3294199781699782,0.45211905461541824,0.3217171717171717,0.24674242424242424,0.1172173890923891,0.19653072937163846,0.09861904761904763,0.4000239748677249,0.45626126849341136,0.2540195879247016,0.3806547619047619,0.2629444444444444,0.2503087285189558,0.25243055555555555,0.15005582926773403,0.8541066892464013,0.0
37,Q38,0.5124810949222085,0.49482705788421083,0.0,0.9697879472532076,1,2,2,2,0.32226980728051396,0.37473233404710926,0.20029649151704826,0.19271948608137046,0.2342426217298203,0.10939744667010008,0.043683083511777215,0.5583025111933034,0.36209706959706967,0.39999999999999997,0.298314098324515,0.2244970318750807,0.12961760461760463,0.17916666666666667,0.5585965975896532,0.2586353615520282,0.22222222222222224,0.24244107744107746,0.09266865079365079,0.10652364417989417,0.42082692307692304,0.4432721226142279,0.30717546450104594,0.13334122000075949,0.3315641534391534,0.21829171075837742,0.24210813492063496,0.15005582926773403,0.9297205757832345,1.0
38,Q39,0.5605691138832347,0.37519469701201724,0.16742579613542366,1.0,1,2,2,2,0.29250720461095103,0.4236311239193084,0.2021724673021503,0.1729106628242075,0.2688886104498183,0.12723890125123116,0.10056858010748497,0.553314121037464,0.22852295918367344,0.3475000000000001,0.2637993751140303,0.32583113275613274,0.34747907647907644,-0.06705627705627706,0.37319743542759415,0.27768104734551163,0.17222222222222225,0.12077627587831667,0.3399410430839002,0.21128543083900228,0.21386616161616162,0.476962962962963,0.3419066697191697,0.1,0.5744444444444444,0.31496205148726153,0.10204986371653038,0.15005582926773403,0.828450465707028,0.0
39,Q40,0.22307473091172195,0.25919572995714185,0.07765200501520192,0.9358602582775546,1,2,2,2,0.6034482758620691,0.7241379310344828,0.4215095249578008,0.1755485893416928,0.3832629139975467,0.0,0.0,0.48560843545169563,0.16469907407407408,0.5,0.3108046343537415,0.36305041152263373,0.24534435261707987,0.18004191575620146,0.43457040725714197,0.29552083333333334,0.18571428571428572,0.29570256022636976,0.20493506493506491,0.41369047619047616,0.3165436507936508,0.4049311997526283,0.35534205693296605,0.13334122000075949,0.5375,0.2075861843655211,0.10370370370370369,0.475,0.920406435224386,1.0
